单元ID,章节号,原文,上下文关联,领域,语体要求,关键术语,命名实体,Agent译文,人工修正
chap5_para54,5,"The most popular algorithm for enforcing arc consistency is called AC-3 (see
Figure 5.3
). To make every variable arc-consistent, the AC-3 algorithm maintains a queue of arcs to consider. Initially, the queue contains all the arcs in the CSP. (Each binary constraint becomes two arcs, one in each direction.) AC-3 then pops off an arbitrary arc (
X
i
,
X
j
) from the queue
and makes
X
i
arc-consistent with respect to
X
j
. If this leaves
D
i
unchanged, the algorithm just moves on to the next arc. But if this revises
D
i
(makes the domain smaller), then we add to the queue all arcs (
X
k
,
X
i
) where
X
k
is a neighbor of
X
i
. We need to do that because the change in
D
i
might enable further reductions in
D
k
, even if we have previously considered
X
k
. If
D
i
is revised down to nothing, then we know the whole CSP has no consistent solution, and AC-3 can immediately return failure. Otherwise, we keep checking, trying to remove values from the domains of variables until no more arcs are in the queue. At that point, we are left with a CSP that is equivalent to the original CSP—they both have the same solutions—but the arc-consistent CSP will be faster to search because its variables have smaller domains. In some cases, it solves the problem completely (by reducing every domain to size 1) and in others it proves that no solution exists (by reducing some domain to size 0).",前：chap5_para53 | 后：chap5_para55,AI_Popular,Semi_Formal_Academic,"arc,queue,domain","AC-3,the AC-3 algorithm,CSP,CSP,AC-3,CSP,CSP,CSP",,
chap5_para55,5,"Description
The game tree is a binary tree. The first level of the game tree is labeled to move ""A"" and the node is labeled (1, 2, 6). The two child nodes of (1, 2, 6) are labeled (1, 2, 6) and (0, 5, 2) and are in the second level. The second level is labeled to move B. An arrow from the node (1, 2, 6) in level “A” points to node (1, 2, 6) in level B. The two child nodes of (1, 2, 6) in level B are labeled (1, 2, 6) with a cross and (6, 1, 2) in the third level. The two child nodes of (0, 5, 2) in level B are labeled (0, 5, 2) and (5, 4, 5) in the third level. The third level is labeled to move C. The two child nodes of (1, 2, 6) with a cross are labeled (1, 2, 6) and (4, 2, 3) in the fourth level. The two child nodes of (6, 1, 2) in the level C are labeled (6, 1, 2) and (4, 7, 1) in the fourth level. The two child nodes of (0, 5, 2) in level C are labeled (0, 5, 2) and (5, 1, 1) in the fourth level. The two child nodes of (5, 4, 5) in level C are labeled (5, 4, 5) and (7, 7, 1) in the fourth level. The fourth level is labeled to move ""A"".",前：chap5_para54 | 后：chap5_para56,AI_Popular,Formal_Academic,"level,labeled,node",node,,
chap5_para56,5,"×
Figure 5.3
The arc-consistency algorithm AC-3. After applying AC-3, either every arc is arc-consistent, or some variable has an empty domain, indicating that the CSP cannot be solved. The name “AC-3” was used by the algorithm’s inventor (Mackworth, 1977) because it was the third version developed in the paper.",前：chap5_para55 | 后：chap5_para57,AI_Popular,Semi_Formal_Academic,"ac-3,algorithm,figure","AC-3,CSP,AC-3,Mackworth",,
chap5_para57,5,"The complexity of AC-3 can be analyzed as follows. Assume a CSP with
n
variables, each with domain size at most
d
, and with
c
binary constraints (arcs). Each arc (
X
k
,
X
i
) can be inserted in the queue only
d
times because
X
i
has at most
d
values to delete. Checking consistency of an arc can be done in
O
(
d
2
) time, so we get
O
(
cd
3
) total worst-case time.",前：chap5_para56 | 后：chap5_para58,AI_Popular,Semi_Formal_Academic,"time,complexity,ac-3",CSP,,
chap5_para58,5,"5.2.3
Path consistency
Suppose we are to color the map of Australia with just two colors, red and blue. Arc consistency does nothing because every constraint can be satisfied individually with red at one end and blue at the other. But clearly there is no solution to the problem: because Western Australia, Northern Territory, and South Australia all touch each other, we need at least three colors for them alone.",前：chap5_para57 | 后：chap5_para59,AI_Popular,Formal_Academic,"color,australia,consistency",Australia,,
chap5_para59,5,"Arc consistency tightens down the domains (unary constraints) using the arcs (binary constraints). To make progress on problems like map coloring, we need a stronger notion of consistency.",前：chap5_para58 | 后：chap5_para60,AI_Popular,Semi_Formal_Academic,"arc,consistency,constraint",无,,
chap5_para60,5,"Path consistency
tightens the binary constraints by using implicit constraints that are inferred by looking at triples of variables.",前：chap5_para59 | 后：chap5_para61,AI_Popular,Semi_Formal_Academic,"constraint,path,consistency",无,,
chap5_para61,5,"A two-variable set {
X
i
,
X
j
} is path-consistent with respect to a third variable
X
m
if, for every assignment {
X
i
=
a, X
j
=
b
} consistent with the constraints (if any) on {
X
i
,
X
j
}, there is an assignment to
X
m
that satisfies the constraints on {
X
i
,
X
m
} and {
X
m
,
X
j
}. The name refers to the overall consistency of the path from
X
i
to
X
j
with
X
m
in the middle.",前：chap5_para60 | 后：chap5_para62,AI_Popular,Formal_Academic,"assignment,constraint,two-variable",无,,
chap5_para62,5,"Let’s see how path consistency fares in coloring the Australia map with two colors. We will make the set {
WA
,
SA
} path-consistent with respect to
NT
. We start by enumerating the consistent assignments to the set. In this case, there are only two: {
WA = red, SA = blue
} and {
WA = blue, SA = red
}. We can see that with both of these assignments
NT
can be neither
red
nor
blue
(because it would conflict with either
WA
or
SA
). Because there is no valid choice for
NT
, we eliminate both assignments, and we end up with no valid assignments for {
WA
,
SA
}. Therefore, we know that there can be no solution to this problem.",前：chap5_para61 | 后：chap5_para63,AI_Popular,Semi_Formal_Academic,"assignment,red,blue","Australia,SA,SA",,
chap5_para63,5,"5.2.4
K
-consistency
Stronger forms of propagation can be defined with the notion of
k
-consistency
. A CSP is
k
-consistent if, for any set of
k –
1 variables and for any consistent assignment to those variables, a consistent value can always be assigned to any
k
th variable. 1-consistency says that, given the empty set, we can make any set of one variable consistent: this is what we called node consistency. 2-consistency is the same as arc consistency. For binary constraint graphs, 3-consistency is the same as path consistency.",前：chap5_para62 | 后：chap5_para64,AI_Popular,Semi_Formal_Academic,"variable,set,consistent","CSP,node",,
chap5_para64,5,"A CSP is
strongly
k
-consistent
if it is
k
-consistent and is also (
k
– 1)-consistent, (
k
– 2)-consistent, ... all the way down to 1-consistent. Now suppose we have a CSP with
n
nodes and make it strongly
n
-consistent (i.e., strongly
k
-consistent for
k = n
). We can then solve the problem as follows: First, we choose a consistent value for
X
1
. We are then guaranteed to be able to choose a value for
X
2
because the graph is 2-consistent, for
X
3
because it is 3-consistent, and so on. For each variable
X
i
, we need only search through the
d
values in the domain to find a value consistent with
X
1
,...,
X
i
–1
. The total run time is only
O
(
n
2
d
).",前：chap5_para63 | 后：chap5_para65,AI_Popular,Formal_Academic,"-consistent,value,csp","CSP,CSP",,
chap5_para65,5,"Of course, there is no free lunch: constraint satisfaction is NP-complete in general, and any algorithm for establishing
n
-consistency must take time exponential in
n
in the worst case. Worse,
n
-consistency also requires space that is exponential in
n
. In practice, determining the appropriate level of consistency checking is mostly an empirical science. Computing 2-consistency is common, and 3-consistency less common.",前：chap5_para64 | 后：chap5_para66,AI_Popular,Semi_Formal_Academic,"-consistency,exponential,common","NP,Computing 2-consistency",,
chap5_para66,5,"5.2.5
Global constraints
Remember that a
global constraint
is one involving an arbitrary number of variables (but not necessarily all variables). Global constraints occur frequently in real problems and can be handled by special-purpose algorithms that are more efficient than the general-purpose methods described so far. For example, the
Alldiff
constraint says that all the variables involved must have distinct values (as in the cryptarithmetic problem above and Sudoku puzzles below). One simple form of inconsistency detection for
Alldiff
constraints works as follows: if
m
variables are involved in the constraint, and if they have
n
possible distinct values altogether, and
m > n,
then the constraint cannot be satisfied.",前：chap5_para65 | 后：chap5_para67,AI_Popular,Formal_Academic,"constraint,variable,global",Sudoku,,
chap5_para67,5,"This leads to the following simple algorithm: First, remove any variable in the constraint that has a singleton domain, and delete that variable’s value from the domains of the remaining variables. Repeat as long as there are singleton variables. If at any point an empty domain is produced or there are more variables than domain values left, then an inconsistency has been detected.",前：chap5_para66 | 后：chap5_para68,AI_Popular,Semi_Formal_Academic,"variable,domain,singleton",无,,
chap5_para68,5,"This method can detect the inconsistency in the assignment {
WA = red, NSW = red
} for
Figure 5.1
. Notice that the variables
SA, NT
, and
Q
are effectively connected by an
Alldiff
constraint because each pair must have two different colors. After applying AC-3 with the partial assignment, the domains of
SA, NT
, and
Q
are all reduced to {
green, blue
}. That is, we have three variables and only two colors, so the
Alldiff
constraint is violated. Thus, a simple consistency procedure for a higher-order constraint is sometimes more effective than applying arc consistency to an equivalent set of binary constraints.",前：chap5_para67 | 后：chap5_para69,AI_Popular,Semi_Formal_Academic,"constraint,assignment,red","SA,SA",,
chap5_para69,5,"Another important higher-order constraint is the
resource constraint
, sometimes called the
Atmost
constraint. For example, in a scheduling problem, let
P
1
,...,
P
4
denote the numbers of personnel assigned to each of four tasks. The constraint that no more than 10 personnel are assigned in total is written as
Atmost
(10,
P
1
,
P
2
,
P
3
,
P
4
). We can detect an inconsistency simply by checking the sum of the minimum values of the current domains; for example, if each variable has the domain {3,4,5,6}, the
Atmost
constraint cannot be satisfied. We can also enforce consistency by deleting the maximum value of any domain if it is not consistent with the minimum values of the other domains. Thus, if each variable in our example has the domain {2,3,4,5,6}, the values 5 and 6 can be deleted from each domain.",前：chap5_para68 | 后：chap5_para70,AI_Popular,Formal_Academic,"domain,constraint,value",无,,
chap5_para70,5,"For large resource-limited problems with integer values—such as logistical problems involving moving thousands of people in hundreds of vehicles—it is usually not possible to represent the domain of each variable as a large set of integers and gradually reduce that set by consistency-checking methods. Instead, domains are represented by upper and lower bounds and are managed by
bounds propagation
. For example, in an airline-scheduling problem, let’s suppose there are two flights,
F
1
and
F
2
, for which the planes have capacities 165 and 385, respectively. The initial domains for the numbers of passengers on flights
F
1
and
F
2
are then
D
1
= [0,165] and
D
2
= [0,385]
.",前：chap5_para69 | 后：chap5_para71,AI_Popular,Formal_Academic,"problem,domain,large","F
1,F
2,F
1,F
2",,
chap5_para71,5,"Now suppose we have the additional constraint that the two flights together must carry 420 people:
F
1
+
F
2
= 420. Propagating bounds constraints, we reduce the domains to
D
1
= [35,165] and
D
2
= [255,385]
.",前：chap5_para70 | 后：chap5_para72,AI_Popular,Semi_Formal_Academic,"constraint,suppose,additional","F
1
+
F
2",,
