实体原文,实体类型,出现次数,建议译法（人工填写）,校验结果（通过/修改）,上下文
Atlas,PERSON,1,,,"Atlas, a humanoid robot, not only walks on uneven terrain but jumps onto boxes and does backflips (Ackerman and Guizzo, 2016)."
Ackerman,PERSON,1,,,"Atlas, a humanoid robot, not only walks on uneven terrain but jumps onto boxes and does backflips (Ackerman and Guizzo, 2016)."
Guizzo,PERSON,1,,,"Atlas, a humanoid robot, not only walks on uneven terrain but jumps onto boxes and does backflips (Ackerman and Guizzo, 2016)."
NASA,ORG,2,,,"Autonomous planning and scheduling: A hundred million miles from Earth, NASA’s Remote Agent program became the first on-board autonomous planning program to control the scheduling of operations for a spacecraft (Jonsson et al."
Jonsson et al.,PERSON,1,,,"Autonomous planning and scheduling: A hundred million miles from Earth, NASA’s Remote Agent program became the first on-board autonomous planning program to control the scheduling of operations for a spacecraft (Jonsson et al."
Winternitz,ORG,1,,,", 2012) is used for daily operations of NASA’s Mars rovers and the SEXTANT system (Winternitz, 2017) allows autonomous navigation in deep space, beyond the global GPS system."
DART,ORG,1,,,"During the Persian Gulf crisis of 1991, U. S. forces deployed a Dynamic Analysis and Replanning Tool, DART (Cross and Walker, 1994), to do automated logistics planning and scheduling for transportation."
Walker,ORG,1,,,"During the Persian Gulf crisis of 1991, U. S. forces deployed a Dynamic Analysis and Replanning Tool, DART (Cross and Walker, 1994), to do automated logistics planning and scheduling for transportation."
The Defense Advanced Research Project Agency,ORG,1,,,The Defense Advanced Research Project Agency (DARPA) stated that this single application more than paid back DARPA’s 30-year investment in AI.
DARPA,ORG,2,,,The Defense Advanced Research Project Agency (DARPA) stated that this single application more than paid back DARPA’s 30-year investment in AI.
Google Maps,ORG,1,,,"Every day, ride hailing companies such as Uber and mapping services such as Google Maps provide driving directions for hundreds of millions of users, quickly plotting an optimal route taking into account current and predicted future traffic conditions."
Wu,PERSON,1,,,For closely related languages with a great deal of training data (such as French and English) translations within a narrow domain are close to the level of a human (Wu et al.
Microsoft,ORG,2,,,"Speech recognition: In 2017, Microsoft showed that its Conversational Speech Recognition System had reached a word error rate of 5."
Conversational Speech Recognition System,ORG,1,,,"Speech recognition: In 2017, Microsoft showed that its Conversational Speech Recognition System had reached a word error rate of 5."
Switchboard,PRODUCT,1,,,"1%, matching human performance on the Switchboard task, which involves transcribing telephone conversations (Xiong et al."
Xiong,GPE,1,,,"1%, matching human performance on the Switchboard task, which involves transcribing telephone conversations (Xiong et al."
Skype,ORG,1,,,About a third of computer interaction worldwide is now done by voice rather than keyboard; Skype provides real-time speech-to-speech translation in ten languages.
Alexa,ORG,1,,,"Alexa, Siri, Cortana, and Google offer assistants that can answer questions and carry out tasks for the user; for example the Google Duplex service uses speech recognition and speech synthesis to make restaurant reservations for users, carrying out a fluent conversation on their behalf."
Siri,GPE,1,,,"Alexa, Siri, Cortana, and Google offer assistants that can answer questions and carry out tasks for the user; for example the Google Duplex service uses speech recognition and speech synthesis to make restaurant reservations for users, carrying out a fluent conversation on their behalf."
Cortana,ORG,1,,,"Alexa, Siri, Cortana, and Google offer assistants that can answer questions and carry out tasks for the user; for example the Google Duplex service uses speech recognition and speech synthesis to make restaurant reservations for users, carrying out a fluent conversation on their behalf."
Google,ORG,1,,,"Alexa, Siri, Cortana, and Google offer assistants that can answer questions and carry out tasks for the user; for example the Google Duplex service uses speech recognition and speech synthesis to make restaurant reservations for users, carrying out a fluent conversation on their behalf."
Google Duplex,ORG,1,,,"Alexa, Siri, Cortana, and Google offer assistants that can answer questions and carry out tasks for the user; for example the Google Duplex service uses speech recognition and speech synthesis to make restaurant reservations for users, carrying out a fluent conversation on their behalf."
Amazon,ORG,1,,,"Recommendations: Companies such as Amazon, Facebook, Netflix, Spotify, YouTube, Walmart, and others use machine learning to recommend what you might like based on your past experiences and those of others like you."
Netflix,GPE,1,,,"Recommendations: Companies such as Amazon, Facebook, Netflix, Spotify, YouTube, Walmart, and others use machine learning to recommend what you might like based on your past experiences and those of others like you."
Spotify,GPE,1,,,"Recommendations: Companies such as Amazon, Facebook, Netflix, Spotify, YouTube, Walmart, and others use machine learning to recommend what you might like based on your past experiences and those of others like you."
YouTube,ORG,2,,,"Recommendations: Companies such as Amazon, Facebook, Netflix, Spotify, YouTube, Walmart, and others use machine learning to recommend what you might like based on your past experiences and those of others like you."
Walmart,ORG,1,,,"Recommendations: Companies such as Amazon, Facebook, Netflix, Spotify, YouTube, Walmart, and others use machine learning to recommend what you might like based on your past experiences and those of others like you."
Resnick,GPE,1,,,"The field of recommender systems has a long history (Resnick and Varian, 1997) but is changing rapidly due to new deep learning methods that analyze content (text, music, video) as well as history and metadata (van den Oord et al."
metadata,PERSON,1,,,"The field of recommender systems has a long history (Resnick and Varian, 1997) but is changing rapidly due to new deep learning methods that analyze content (text, music, video) as well as history and metadata (van den Oord et al."
van den Oord et al.,PERSON,1,,,"The field of recommender systems has a long history (Resnick and Varian, 1997) but is changing rapidly due to new deep learning methods that analyze content (text, music, video) as well as history and metadata (van den Oord et al."
Zhang et al.,PERSON,1,,,", 2014; Zhang et al."
Deep Blue,PERSON,1,,,"Game playing: When Deep Blue defeated world chess champion Garry Kasparov in 1997, defenders of human supremacy placed their hopes on Go."
Garry Kasparov,PERSON,1,,,"Game playing: When Deep Blue defeated world chess champion Garry Kasparov in 1997, defenders of human supremacy placed their hopes on Go."
Piet Hut,PERSON,1,,,"Piet Hut, an astrophysicist and Go enthusiast, predicted that it would take “a hundred years before a computer beats humans at Go—maybe even longer."
Ke Jie,PERSON,1,,,"Ke Jie, the world champion, said, “Last year, it was still quite human-like when it played."
ALPHAZERO,ORG,1,,,"A followup program, ALPHAZERO, used no input from humans (except for the rules of the game), and was able to learn through self-play alone to defeat all opponents, human and machine, at Go, chess, and shogi (Silver et al."
Jeopardy,ORG,1,,,"Meanwhile, human champions have been beaten by AI systems at games as diverse as Jeopardy!"
Ferrucci,PERSON,1,,,(Ferrucci et al.
Bowling et al.,PERSON,1,,,", 2010), poker (Bowling et al."
Moravčík,GPE,1,,,", 2015; Moravčík et al."
Brown,PERSON,1,,,", 2017; Brown and Sandholm, 2019), and the video games Dota 2 (Fernandez and Mahlmann, 2018), StarCraft II (Vinyals et al."
Sandholm,GPE,1,,,", 2017; Brown and Sandholm, 2019), and the video games Dota 2 (Fernandez and Mahlmann, 2018), StarCraft II (Vinyals et al."
Dota 2,ORG,1,,,", 2017; Brown and Sandholm, 2019), and the video games Dota 2 (Fernandez and Mahlmann, 2018), StarCraft II (Vinyals et al."
Fernandez,ORG,1,,,", 2017; Brown and Sandholm, 2019), and the video games Dota 2 (Fernandez and Mahlmann, 2018), StarCraft II (Vinyals et al."
Mahlmann,ORG,1,,,", 2017; Brown and Sandholm, 2019), and the video games Dota 2 (Fernandez and Mahlmann, 2018), StarCraft II (Vinyals et al."
StarCraft II,ORG,1,,,", 2017; Brown and Sandholm, 2019), and the video games Dota 2 (Fernandez and Mahlmann, 2018), StarCraft II (Vinyals et al."
Jaderberg,PERSON,1,,,", 2019), and Quake III (Jaderberg et al."
Ding,PERSON,1,,,Examples include Alzheimer’s disease (Ding et al.
