术语,出现次数,领域分类,建议译法（人工填写）,校验结果（通过/修改）
mating,1,通用术语,,
dotted,1,通用术语,,
interpret,1,通用术语,,
mutated,1,通用术语,,
ordered,1,通用术语,,
advantageous,1,通用术语,,
purpose—for,1,通用术语,,
permuted—then,1,通用术语,,
conveys,1,通用术语,,
substring,1,通用术语,,
unspecified,1,通用术语,,
grow,1,通用术语,,
alfred,1,通用术语,,
russel,1,通用术语,,
wallace,1,通用术语,,
preserved,1,通用术语,,
reproductive,1,通用术语,,
inherited,1,通用术语,,
gregor,1,通用术语,,
mendel,1,通用术语,,
monk,1,通用术语,,
experimented,1,通用术语,,
sweet,1,通用术语,,
agtc,1,通用术语,,
adenine,1,通用术语,,
guanine,1,通用术语,,
thymine,1,通用术语,,
cytosine,1,通用术语,,
sexual,1,通用术语,,
richer,1,通用术语,,
reversal,1,通用术语,,
chunk,1,通用术语,,
virus,1,通用术语,,
borrow,1,通用术语,,
transposable,1,通用术语,,
poison,1,通用术语,,
mate,1,通用术语,,
replication,1,通用术语,,
reproduced,1,通用术语,,
darwinian,1,通用术语,,
iota,1,通用术语,,
naturalist,1,通用术语,,
jean,1,通用术语,,
lamarck,1,通用术语,,
plasticity,1,通用术语,,
reside,1,通用术语,,
contiguous,1,通用术语,,
meaningful,1,通用术语,,
reflector,1,通用术语,,
deflector,1,通用术语,,
marler,1,通用术语,,
arises,1,通用术语,,
superiority,1,通用术语,,
appealing,1,通用术语,,
4.2local,1,通用术语,,
squared,1,通用术语,,
minimized,1,通用术语,,
six-dimensional,1,通用术语,,
-dimensional,1,通用术语,,
neighborhood,1,通用术语,,
altering,1,通用术语,,
discretize,1,通用术语,,
spacing,1,通用术语,,
delta,1,通用术语,,
sampling,1,通用术语,,
discretized,1,通用术语,,
optimum,1,通用术语,,
slope,1,通用术语,,
alpha,1,通用术语,,
adjusting,1,通用术语,,
overshoot,1,通用术语,,
overcome,1,通用术语,,
dilemma,1,通用术语,,
α—until,1,通用术语,,
matrix–vector,1,通用术语,,
off-diagonal,1,通用术语,,
calculation,1,通用术语,,
inverting,1,通用术语,,
airport-siting,1,通用术语,,
constrain,1,通用术语,,
dry,1,通用术语,,
land,1,通用术语,,
lake,1,通用术语,,
calculate,1,通用术语,,
actions—,1,通用术语,,
deposit,1,通用术语,,
carpet,1,通用术语,,
generalize,1,通用术语,,
runtime,1,通用术语,,
linking,1,通用术语,,
unintended,1,通用术语,,
corrected,1,通用术语,,
noncyclic,1,通用术语,,
inscribed,1,通用术语,,
non-erratic,1,通用术语,,
referring,1,通用术语,,
slip,1,通用术语,,
occasion,1,通用术语,,
confident,1,通用术语,,
environment—perhaps,1,通用术语,,
snapped,1,通用术语,,
move—then,1,通用术语,,
attributed,1,通用术语,,
pin,1,通用术语,,
aimed,1,通用术语,,
conformant,1,通用术语,,
rely,1,通用术语,,
orienting,1,通用术语,,
prescribe,1,通用术语,,
broad-spectrum,1,通用术语,,
prescribing,1,通用术语,,
worsening,1,通用术语,,
coerce,1,通用术语,,
predictable—they,1,通用术语,,
etc.,1,通用术语,,
unreachable,1,通用术语,,
unsure,1,通用术语,,
union,1,通用术语,,
catastrophe,1,通用术语,,
intersection,1,通用术语,,
mval,1,通用术语,,
transferred,1,通用术语,,
tested,1,通用术语,,
space—we,1,通用术语,,
compact,1,通用术语,,
quickly—when,1,通用术语,,
upper-left,1,通用术语,,
ercepts,1,通用术语,,
north,1,通用术语,,
redlct,1,通用术语,,
enlarge,1,通用术语,,
supersets,1,通用术语,,
black-box,1,通用术语,,
formulates,1,通用术语,,
prediction–observation–update,1,通用术语,,
calculated,1,通用术语,,
prediction–update,1,通用术语,,
environments—which,1,通用术语,,
environments—maintaining,1,通用术语,,
monitoring,1,通用术语,,
estimator,1,通用术语,,
equipped,1,通用术语,,
sonar,1,通用术语,,
obstacle—the,1,通用术语,,
figure—in,1,通用术语,,
compass,1,通用术语,,
noiseless,1,通用术语,,
navigational,1,通用术语,,
broken,1,通用术语,,
is—its,1,通用术语,,
collapsed,1,通用术语,,
shrink,1,通用术语,,
down—as,1,通用术语,,
east-west,1,通用术语,,
extract,1,通用术语,,
interleaf,1,通用术语,,
semi-dynamic,1,通用术语,,
creek,1,通用术语,,
paddle,1,通用术语,,
escaping,1,通用术语,,
labyrinths—required,1,通用术语,,
aspiring,1,通用术语,,
hero,1,通用术语,,
antiquity—are,1,通用术语,,
spatial,1,通用术语,,
newborn,1,通用术语,,
baby,1,通用术语,,
experienced,1,通用术语,,
stipulate,1,通用术语,,
ignorant,1,通用术语,,
manhattan-distance,1,通用术语,,
knew,1,通用术语,,
bottomless,1,通用术语,,
pit,1,通用术语,,
dead-end,1,通用术语,,
—we,1,通用术语,,
wherever,1,通用术语,,
exploration—staircases,1,通用术语,,
ramp,1,通用术语,,
cliff,1,通用术语,,
—there,1,通用术语,,
telling,1,通用术语,,
unexplored,1,通用术语,,
entered,1,通用术语,,
predecessor,1,通用术语,,
backtracked,1,通用术语,,
traversing,1,通用术语,,
excursion,1,通用术语,,
contrived,1,通用术语,,
trap,1,通用术语,,
augmenting,1,通用术语,,
double,1,通用术语,,
flattening,1,通用术语,,
encourages,1,通用术语,,
spaces—there,1,通用术语,,
astray,1,通用术语,,
state—simply,1,通用术语,,
acquire,1,通用术语,,
successor—that,1,通用术语,,
pure,1,通用术语,,
suggestion,1,通用术语,,
bright,1,通用术语,,
-coordinate,1,通用术语,,
manipulable,1,通用术语,,
invest,1,通用术语,,
falling,1,通用术语,,
information—either,1,通用术语,,
best-path,1,通用术语,,
high-scoring,1,通用术语,,
polynomial-time,1,通用术语,,
regardless,1,通用术语,,
raphson,1,通用术语,,
brent,1,通用术语,,
bounded-width,1,通用术语,,
arpy,1,通用术语,,
lowerre,1,通用术语,,
reinvigorated,1,通用术语,,
constraint-satisfaction,1,通用术语,,
simultaneous,1,通用术语,,
renaissance,1,通用术语,,
christos,1,通用术语,,
koutsoupias,1,通用术语,,
aldous,1,通用术语,,
vazirani,1,通用术语,,
glover,1,通用术语,,
laguna,1,通用术语,,
tage,1,通用术语,,
boyan,1,通用术语,,
moore,1,通用术语,,
calculates,1,通用术语,,
restart,1,通用术语,,
completion,1,通用术语,,
book-length,1,通用术语,,
borrowed,1,通用术语,,
",1953",1,通用术语,,
los,1,通用术语,,
alamo,1,通用术语,,
dinner,1,通用术语,,
party,1,通用术语,,
inspiration,1,通用术语,,
mountaineering,1,通用术语,,
market-based,1,通用术语,,
dia,1,通用术语,,
particle,1,通用术语,,
swarm,1,通用术语,,
yao,1,通用术语,,
mézard,1,通用术语,,
wolf,1,通用术语,,
optimizers,1,通用术语,,
mirjalili,1,通用术语,,
lewis,1,通用术语,,
ornithology,1,通用术语,,
cuckoo,1,通用术语,,
deb,1,通用术语,,
entomology,1,通用术语,,
ant,1,通用术语,,
dorigo,1,通用术语,,
bee,1,通用术语,,
karaboga,1,通用术语,,
basturk,1,通用术语,,
firefly,1,通用术语,,
glowworm,1,通用术语,,
krishnanand,1,通用术语,,
ghose,1,通用术语,,
leonid,1,通用术语,,
kantorovich,1,通用术语,,
simplex,1,通用术语,,
dantzig,1,通用术语,,
karmarkar,1,通用术语,,
interior-point,1,通用术语,,
nesterov,1,通用术语,,
ben-tal,1,通用术语,,
boyd,1,通用术语,,
vandenberghe,1,通用术语,,
sewall,1,通用术语,,
wright,1,通用术语,,
friedman,1,通用术语,,
rechenberg,1,通用术语,,
airfoil,1,通用术语,,
langton,1,通用术语,,
viewing,1,通用术语,,
conwy,1,通用术语,,
lloyd,1,通用术语,,
clarify,1,通用术语,,
littman,1,通用术语,,
szathmáry,1,通用术语,,
ridley,1,通用术语,,
carroll,1,通用术语,,
juels,1,通用术语,,
wattenberg,1,通用术语,,
baluja,1,通用术语,,
population-based,1,通用术语,,
pelikan,1,通用术语,,
dynamical,1,通用术语,,
rabani,1,通用术语,,
lohn,1,通用术语,,
computer-aided,1,通用术语,,
renner,1,通用术语,,
ekart,1,通用术语,,
stanislawska,1,通用术语,,
ghaheri,1,通用术语,,
format,1,通用术语,,
splicing,1,通用术语,,
spurred,1,通用术语,,
debate,1,通用术语,,
effectiveness,1,通用术语,,
gecco,1,通用术语,,
langdon,1,通用术语,,
unpredictability,1,通用术语,,
amarel,1,通用术语,,
raph,1,通用术语,,
—which,1,通用术语,,
top-down,1,通用术语,,
bottom-up,1,通用术语,,
lightest,1,通用术语,,
derivation,1,通用术语,,
felzenszwalb,1,通用术语,,
underwent,1,通用术语,,
revival,1,通用术语,,
jimenez,1,通用术语,,
torras,1,通用术语,,
transforming,1,通用术语,,
erdmann,1,通用术语,,
mason,1,通用术语,,
orient,1,通用术语,,
tilting,1,通用术语,,
oriented,1,通用术语,,
barrier,1,通用术语,,
conveyor,1,通用术语,,
insight,1,通用术语,,
wiegley,1,通用术语,,
nourbakhsh,1,通用术语,,
logic-based,1,通用术语,,
goldman,1,通用术语,,
boddy,1,通用术语,,
weld,1,通用术语,,
refined,1,通用术语,,
bryce,1,通用术语,,
kurien,1,通用术语,,
wolfe,1,通用术语,,
eulerian,1,通用术语,,
hierholzer,1,通用术语,,
thorough,1,通用术语,,
yannakakis,1,通用术语,,
path-planning,1,通用术语,,
spoil,1,通用术语,,
lite,1,通用术语,,
likhachev,1,通用术语,,
realtime,1,通用术语,,
two-player,1,通用术语,,
barto,1,通用术语,,
uncertainty—always,1,通用术语,,
unvisited,1,通用术语,,
state—can,1,通用术语,,
dasgupta,1,通用术语,,
pemberton,1,通用术语,,
sturtevant,1,通用术语,,
bulitko,1,通用术语,,
luby,1,通用术语,,
restarting,1,通用术语,,
letting,1,通用术语,,
fitting,1,通用术语,,
surface—which,1,通用术语,,
joining,1,通用术语,,
sympathize,1,通用术语,,
appliance,1,通用术语,,
apology,1,通用术语,,
internet,1,通用术语,,
connection.,1,通用术语,,
hughes,1,通用术语,,
indivisible—a,1,通用术语,,
5.1defining,1,通用术语,,
tired,1,通用术语,,
column-wise,1,通用术语,,
abbreviation,1,通用术语,,
enumerated,1,通用术语,,
visualize,1,通用术语,,
swathe,1,通用术语,,
searcher,1,通用术语,,
solution—we,1,通用术语,,
constraint—so,1,通用术语,,
another—for,1,通用术语,,
installed,1,通用术语,,
duration,1,通用术语,,
attach,1,通用术语,,
disjunctive,1,通用术语,,
",30",1,通用术语,,
deadline,1,通用术语,,
job-scheduling,1,通用术语,,
continuous-valued,1,通用术语,,
astronomical,1,通用术语,,
continuous-domain,1,通用术语,,
studied—quadratic,1,通用术语,,
second-order,1,通用术语,,
conic,1,通用术语,,
constitute,1,通用术语,,
restricts,1,通用术语,,
tolerate,1,通用术语,,
relates,1,通用术语,,
ternary,1,通用术语,,
confusing,1,通用术语,,
n-ary,1,通用术语,,
substitution,1,通用术语,,
+10,1,通用术语,,
hypernodes,1,通用术语,,
constraints—constraints,1,通用术语,,
constraints—which,1,通用术语,,
error-prone,1,通用术语,,
class-scheduling,1,通用术语,,
teach,1,通用术语,,
p.m.,1,通用术语,,
department,1,通用术语,,
chair,1,通用术语,,
assignments—for,1,通用术语,,
path-based,1,通用术语,,
intertwined,1,通用术语,,
dislike,1,通用术语,,
expecting,1,通用术语,,
decimal,1,通用术语,,
revise,1,通用术语,,
revised,1,通用术语,,
csp—they,1,通用术语,,
solutions—but,1,通用术语,,
inserted,1,通用术语,,
western,1,通用术语,,
northern,1,通用术语,,
inferred,1,通用术语,,
two-variable,1,通用术语,,
enumerating,1,通用术语,,
1-consistency,1,通用术语,,
1-consistent,1,通用术语,,
2-consistent,1,通用术语,,
3-consistent,1,通用术语,,
lunch,1,通用术语,,
establishing,1,通用术语,,
enforce,1,通用术语,,
resource-limited,1,通用术语,,
values—such,1,通用术语,,
logistical,1,通用术语,,
vehicles—it,1,通用术语,,
consistency-checking,1,通用术语,,
managed,1,通用术语,,
airline-scheduling,1,通用术语,,
bounds-consistent,1,通用术语,,
lower-bound,1,通用术语,,
upper-bound,1,通用术语,,
realize,1,通用术语,,
newspaper,1,通用术语,,
pre-filled,1,通用术语,,
surrounded,1,通用术语,,
puzzle—all,1,通用术语,,
lose,1,通用术语,,
resourceful,1,通用术语,,
aficionado,1,通用术语,,
triples.,1,通用术语,,
strategies—arc,1,通用术语,,
constraintsolving,1,通用术语,,
5.3backtracking,1,通用术语,,
commutativity,1,通用术语,,
commutative,1,通用术语,,
restored,1,通用术语,,
....,1,通用术语,,
generalpurpose,1,通用术语,,
arc-,1,通用术语,,
path-,1,通用术语,,
retracted,1,通用术语,,
supplying,1,通用术语,,
select-unassigned-variable,1,通用术语,,
idea—choosing,1,通用术语,,
values—is,1,通用术语,,
immediately—avoiding,1,通用术语,,
pointless,1,通用术语,,
handy,1,通用术语,,
counterclockwise,1,通用术语,,
tie-breaker,1,通用术语,,
fail-last,1,通用术语,,
enumerate,1,通用术语,,
curved,1,通用术语,,
win,1,通用术语,,
constrains,1,通用术语,,
hronological,1,通用术语,,
subsection,1,通用术语,,
silly—recoloring,1,通用术语,,
resolving,1,通用术语,,
problem—a,1,通用术语,,
accumulates,1,通用术语,,
indicator,1,通用术语,,
sharp-eyed,1,通用术语,,
eagle-eyed,1,通用术语,,
mac—you,1,通用术语,,
variables—,1,通用术语,,
different–and,1,通用术语,,
deeper–notion,1,通用术语,,
skip,1,通用术语,,
backjumps,1,通用术语,,
waste,1,通用术语,,
forbid,1,通用术语,,
cache,1,通用术语,,
encounter,1,通用术语,,
5.4local,1,通用术语,,
rightmost,1,通用术语,,
dice,1,通用术语,,
two-step,1,通用术语,,
reassignment,1,通用术语,,
minimal-conflict,1,通用术语,,
placement,1,通用术语,,
min-,1,通用术语,,
search—allowing,1,通用术语,,
score—can,1,通用术语,,
forbidding,1,通用术语,,
weighting,1,通用术语,,
topography,1,通用术语,,
weekly,1,通用术语,,
infeasible,1,通用术语,,
repair,1,通用术语,,
decompose,1,通用术语,,
—any,1,通用术语,,
independence,1,通用术语,,
ascertained,1,通用术语,,
n/c,1,通用术语,,
dividing,1,通用术语,,
delicious,1,通用术语,,
dac,1,通用术语,,
three-level,1,通用术语,,
collapsing,1,通用术语,,
fixing,1,通用术语,,
forest,1,通用术语,,
huge—for,1,通用术语,,
100-boolean-variable,1,通用术语,,
verify,1,通用术语,,
olver,1,通用术语,,
three-tuple,1,通用术语,,
santq,1,通用术语,,
admits,1,通用术语,,
looked,1,通用术语,,
permuting,1,通用术语,,
symmetry-breaking,1,通用术语,,
alphabetical,1,通用术语,,
interwoven,1,通用术语,,
versus,1,通用术语,,
diophantus,1,通用术语,,
algebraic,1,通用术语,,
generalized,1,通用术语,,
brahmagupta,1,通用术语,,
elimination,1,通用术语,,
fourier,1,通用术语,,
four-color,1,通用术语,,
planar,1,通用术语,,
guthrie,1,通用术语,,
solution—despite,1,通用术语,,
contrary—until,1,通用术语,,
purist,1,通用术语,,
disappointed,1,通用术语,,
gonthier,1,通用术语,,
appel,1,通用术语,,
sutherland,1,通用术语,,
cad,1,通用术语,,
identification,1,通用术语,,
ugo,1,通用术语,,
sander,1,通用术语,,
peirce,1,通用术语,,
bistarelli,1,通用术语,,
polyhedral,1,通用术语,,
line-labeling,1,通用术语,,
ac-4,1,通用术语,,
mohr,1,通用术语,,
experimenting,1,通用术语,,
favored,1,通用术语,,
mcgregor,1,通用术语,,
assignment—an,1,通用术语,,
sabin,1,通用术语,,
convincing,1,通用术语,,
bessière,1,通用术语,,
marriott,1,通用术语,,
stuckey,1,通用术语,,
regin,1,通用术语,,
stergiou,1,通用术语,,
walsh,1,通用术语,,
hentenryck,1,通用术语,,
simonis,1,通用术语,,
agerbeck,1,通用术语,,
-hard,1,通用术语,,
schachzeitung,1,通用术语,,
tatonniren,1,通用术语,,
tâtonner,1,通用术语,,
—to,1,通用术语,,
grope,1,通用术语,,
13-queens,1,通用术语,,
golomb,1,通用术语,,
baumert,1,通用术语,,
bitner,1,通用术语,,
reingold,1,通用术语,,
brelaz,1,通用术语,,
tiebreaker,1,通用术语,,
-coloring,1,通用术语,,
subsumed,1,通用术语,,
graph-based,1,通用术语,,
backjumping-based,1,通用术语,,
dependency-directed,1,通用术语,,
truth,1,通用术语,,
kleer,1,通用术语,,
reused,1,通用术语,,
pairwise,1,通用术语,,
rechecking,1,通用术语,,
ginsberg,1,通用术语,,
invalidate,1,通用术语,,
moskewicz,1,通用术语,,
beck,1,通用术语,,
sosic,1,通用术语,,
astounding,1,通用术语,,
n-queens,1,通用术语,,
reappraisal,1,通用术语,,
prevalence,1,通用术语,,
peter,1,通用术语,,
cheeseman,1,通用术语,,
konolige,1,通用术语,,
inferior,1,通用术语,,
pinkas,1,通用术语,,
offered,1,通用术语,,
aarts,1,通用术语,,
lenstra,1,通用术语,,
originates,1,通用术语,,
hypergraphs,1,通用术语,,
beeri,1,通用术语,,
miranker,1,通用术语,,
robertson,1,通用术语,,
seymour,1,通用术语,,
induced,1,通用术语,,
elsat,1,通用术语,,
schrag,1,通用术语,,
and-or,1,通用术语,,
mateescu,1,通用术语,,
collin,1,通用术语,,
pearce,1,通用术语,,
hooker,1,通用术语,,
testing—as,1,通用术语,,
time—and,1,通用术语,,
efficacy,1,通用术语,,
lecoutre,1,通用术语,,
rossi,1,通用术语,,
carbonnel,1,通用术语,,
cooper,1,通用术语,,
tractable,1,通用术语,,
fruhwirth,1,通用术语,,
abdennadher,1,通用术语,,
specialist,1,通用术语,,
latest,1,通用术语,,
venue,1,通用术语,,
edge-consistent,1,通用术语,,
patriotic,1,通用术语,,
tasmanian,1,通用术语,,
sulawesi,1,通用术语,,
